old_url,issue,recommended_action,review_required
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/3e53f823-cbcb-4d24-a614-330be2720b3a/Call+out+-+600+px_upscayl_3x_upscayl-standard-4x.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/parent+reading+guide,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/how+to+choose+a+read+aloud,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Charlotte+and+Henry,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/read+aloud+chapter+books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/books+for+8+year+olds,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/best+books+for+grades+1-3,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/reading+level+chart,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/books+for+struggling+readers,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/books+for+reluctant+readers,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/1st+grade+reading+level,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/captain+underpants+books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/dog+man+to+magic+tree+house,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/science+books+for+7+year+olds,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/reading+tips,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/ocean+chapter+books+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/stem+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Books+for+kids+ages+6-9,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/adventure+science+books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Charlotte+and+Henry+Books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/how+to+get+kids+to+read,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/science+chapter+books+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/mountain+books+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Mount+Everest,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/elementary+read+aloud,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/is+my+child+behind+in+reading,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/charlotte+and+henry,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/What+to+read+after+dog+man,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/science+facts,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/grades+1-3+read+aloud,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/books+for+kids+who+love+science,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/lexile+score,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/kids+who+hate+reading,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/my+child+hates+reading,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/adventure+books+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/How+to+pick+a+read+aloud,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/read+aloud+tips,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/classroom+visit,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/sea+adventure+books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/reading+level+by+grade,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/books+like+magic+tree+house,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Children%27s+Books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/stem+books+for+kids+ages+6-9,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/children%27s+books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/everest+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/graphic+novel+to+chapter+books,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Kirkus+reviews+children%27s+book,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/reading+stamina,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/book+for+kids+ages+6-9,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/early+readers,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/3rd+grade+reading+level,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/reading+transition,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/children%27s+reading+stages,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Boise+Idaho,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/Mariana+Trench+Facts,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/teacher+read+aloud,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/transitional+readers,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/books+for+boys+ages+6-9,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/nature+for+kids,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/grades+1-3,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://www.braveheartspublishing.com/blog/tag/dog+man+next+book,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/7c5f01ec-a2c4-4bfa-b1ef-13d0622713c5/E-Book+Cover+-+Final-+4-6-26.jpeg.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/a787e1c6-a0f9-4f85-bbd9-079a9becf4ec/Final+Ebook+Cover+4-10-26-+Everest.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/949eeadf-f1dc-4f0f-b8b7-c183c5353a02/Andrew+and+Charlotte.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/cccb6f01-5fd3-4a31-94de-1cfdf4c399a4/Children%27s+adventure+New+Cover+Text-+Cropped_upscayl_4x_upscayl-standard-4x.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/4b32f4e4-2bbd-4b58-85a1-9c8f8d9b6901/FUll+scene+Full+rough+OLDER.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/b3484e23-cd5f-4ec8-8e16-3d803c3f6285/C2+Half+Scene+Older-+trans.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/62c80681-03f3-40b3-bdc2-b82443da03fb/C5+Half+Scene+Older+-+trans.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/ae636775-0bec-429b-971a-50168afc9426/C11+Challenger+Deep+-+Full+page+bleed.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/fa99bb61-4609-4bd4-aed7-bb6344e30719/Brave+Learning_upscayl_4x_upscayl-standard-4x.png,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/7a1e849f-0a28-41ac-89fa-e1b21d4cc4eb/Brave+Learning+Resource+_upscayl_4x_upscayl-standard-4x-SMALL.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/00756100-cb99-4461-862c-fea29f6a75b2/Mariana+trench+diagram-Resized-5.75x8.75-+With+margins_upscayl_4x_upscayl-standard-4x-+SMALL.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/89616443-bca6-4b7c-a5fc-7ace152df74f/E-Book+Cover+-+Final-+4-6-26.jpeg.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/ae1a26aa-5bc8-44c2-b8e8-f26507a3ab1e/Final+Ebook+Cover+4-10-26-+Everest.jpg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/d115aecd-a9e1-4edf-8a6a-81d5e36e1468/image15.jpeg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/b45a263a-606b-44a0-b5c9-ab4d5d8486cd/image17.jpeg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
https://images.squarespace-cdn.com/content/v1/69a4852e7db0bc7e34bc3354/f40f076a-d9e2-4a15-afb7-4d81afa4f143/image10.jpeg,No unambiguous relevant replacement,Review traffic/backlinks; retain or retire 404/410,yes
